scenario,propulsion,L,freq,speed,Re,mu,rho
bacteria,Flagella,7.41990894483783e-07,1.4440241885954521,1.7326055900007563e-06,1.2855775715122638e-06,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,1.632172128563275,1.9583211000881946e-06,1.4530564247409052e-06,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,1.8448346490995629,2.2134368943941774e-06,1.6423500211549422e-06,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,2.085205857248754,2.5017811248889315e-06,1.856298814658983e-06,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,2.356896033596695,2.8276800266147996e-06,2.0981128322618427e-06,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,2.6639858572587722,3.1960226201536982e-06,2.3714196827182466e-06,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,3.0110876960681163,3.612333790469842e-06,2.6803187803647124e-06,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,3.4034148825183075,4.082856818586319e-06,3.029442582872075e-06,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,3.8468600159578585,4.614646578687261e-06,3.42402574264669e-06,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,4.348083467104511,5.215674765972785e-06,3.869983184940642e-06,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,4.914613414182186,5.89494869178545e-06,4.373998252753892e-06,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,5.5549589131838335,6.662645374182973e-06,4.943622200818263e-06,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,6.2787377005308915,7.530262866418743e-06,5.587386479952058e-06,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,7.096820647674755,8.510791005020327e-06,6.3149294305795684e-06,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,8.021495037291361,9.618904025769046e-06,7.137139202034036e-06,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,9.066649113412797,1.0871177792425015e-05,8.066314934293674e-06,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,10.24798067736599,1.2286334712116602e-05,9.11634848297055e-06,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,11.583232862547103,1.3885519775521288e-05,1.0302929238611297e-05,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,13.09246062927559,1.5692611561815984e-05,1.1643774889538398e-05,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,14.798331982375295,1.77345724901692e-05,1.3158891305268137e-05,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,16.726468435651757,2.0041843083208576e-05,1.4870865076413552e-05,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,18.905829836907586,2.2648785534765027e-05,1.6805192637911667e-05,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,21.36914933341561,2.5594182444743326e-05,1.8990650325756238e-05,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,24.15342501085948,2.8921797197452033e-05,2.1459710172616002e-05,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,27.300475589964165,3.2681003113719515e-05,2.4249006732976038e-05,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,30.85756852716052,3.6927489196969914e-05,2.7399860740299937e-05,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,34.878129953107454,4.1724051011519006e-05,3.095886593152398e-05,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,39.422547112067946,4.71414759662728e-05,3.497854591950051e-05,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,44.55907535446155,5.325953301252546e-05,3.9518088539752336e-05,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,50.36486330526272,6.0168077478363186e-05,4.464416562754026e-05,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,56.9271116058699,6.796828242452807e-05,5.043184667270197e-05,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,64.34438263328994,7.677400847866992e-05,5.6965615224193836e-05,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,72.72808086810285,8.671332453710767e-05,6.43404972369511e-05,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,82.20412614574906,9.793019195335881e-05,7.266331072444127e-05,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,92.91484492271181,0.00011058632478425887,8.205404604434638e-05,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,105.0211079636667,0.0001248632382452292,9.264738583371933e-05,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,118.7047465568134,0.00014096449662722696,0.00010459437294289234,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,134.17128354799115,0.00015911817042374744,0.00011806423360133938,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,151.65302021262917,0.0001795795101667922,0.00013324636137961772,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,171.41252532913143,0.0002026338413252645,0.00015035246517761794,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,193.74657885819826,0.00022859968042386424,0.00016961888135640996,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,218.9906294605915,0.00025783206714988493,0.00019130904613114594,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,247.52383280349636,0.0002907261005097111,0.00021571611936698274,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,279.7747463288545,0.0003277206590059359,0.0002431657449166292,0.001,1000.0
bacteria,Flagella,7.41990894483783e-07,316.22776601683796,0.0003693022753390898,0.00027401892561374755,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,1.0,1.1998777795610078e-06,1.015496529794347e-06,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,1.13029417474705,1.3561968642567663e-06,1.147794577773241e-06,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,1.2775649214671148,1.5328784193028119e-06,1.2973260626329504e-06,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,1.4440241885954521,1.7325741696549023e-06,1.466335227525911e-06,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,1.632172128563275,1.95828095997867e-06,1.6573584019101087e-06,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,1.8448346490995629,2.2133856150782107e-06,1.8732619684239807e-06,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,2.085205857248754,2.5017156158168812e-06,2.117285251606078e-06,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,2.356896033596695,2.8275963400709306e-06,2.393088962820674e-06,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,2.6639858572587722,3.1959157136547784e-06,2.7048099164891957e-06,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,3.0110876960681163,3.6121972233619864e-06,3.057122823458674e-06,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,3.4034148825183075,4.08268236464332e-06,3.4553100692178194e-06,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,3.8468600159578585,4.614423731493528e-06,3.905340498968798e-06,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,4.348083467104511,5.215390107473993e-06,4.413958359660014e-06,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,4.914613414182186,5.894585086233375e-06,4.988783692483697e-06,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,5.5549589131838335,6.662180939308701e-06,5.638425629654758e-06,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,6.2787377005308915,7.5296696604332215e-06,6.372610228239446e-06,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,7.096820647674755,8.510033351191158e-06,7.202324673210085e-06,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,8.021495037291361,9.617936374881671e-06,8.13997990366031e-06,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,9.066649113412797,1.0869941996167414e-05,9.199593962155374e-06,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,10.24798067736599,1.228475654576678e-05,1.0396998639443722e-05,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,11.583232862547103,1.3883504504291956e-05,1.1750072287071483e-05,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,13.09246062927559,1.5690038289335082e-05,1.327900200051174e-05,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,14.798331982375295,1.7731286956717374e-05,1.5006578736646019e-05,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,16.726468435651757,2.0037648491570337e-05,1.6958529322772584e-05,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,18.905829836907586,2.264343086795812e-05,1.916388974005541e-05,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,21.36914933341561,2.558734759633123e-05,2.1655424521839755e-05,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,24.15342501085948,2.891307405397015e-05,2.4470097594636546e-05,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,27.300475589964165,3.266987150047801e-05,2.7649600403218244e-05,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,30.85756852716052,3.691328631142586e-05,3.1240943695342586e-05,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,34.878129953107454,4.170593260815424e-05,3.52971198874211e-05,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,39.422547112067946,4.711836710590107e-05,3.987784347762878e-05,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,44.55907535446155,5.323006562586783e-05,4.505037750059085e-05,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,50.36486330526272,6.013051129291953e-05,5.089045450534144e-05,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,56.9271116058699,6.792040493467275e-05,5.7483300956387177e-05,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,64.34438263328994,7.671300856549484e-05,6.492477426896388e-05,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,72.72808086810285,8.663563302502696e-05,7.332262184706799e-05,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,82.20412614574906,9.783128077719223e-05,8.2797871438975e-05,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,92.91484492271181,0.00011046045448028497,9.348636179034468e-05,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,105.0211079636667,0.00012470314111510546,0.00010554042187794807,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,118.7047465568134,0.00014076098009520207,0.00011913070585357976,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,134.17128354799115,0.00015885962175743286,0.00013444818911317557,0.001,1000.0
bacteria,Flagella,8.46333307518938e-07,151.65302021262917,0.00017925127980964427,0.00015170632851829887,0.001,1000.0
