scenario,mu,propulsion,speed,Re,eff,L,freq
fish,1.8e-05,Fin,0.003290484784015165,18280.471022306472,0.999917692700884,0.1,0.5
fish,1.8e-05,Flagella,5.324051482172618e-07,2.9578063789847877,0.28261874447602786,0.1,0.5
fish,1.8e-05,Fin,0.007174648484104852,39859.15824502696,0.9999646903979247,0.1,0.7435897435897436
fish,1.8e-05,Flagella,6.730654404396778e-07,3.7392524468870993,0.23135180545890463,0.1,0.7435897435897436
fish,1.8e-05,Fin,0.012389689579807711,68831.60877670952,0.9999804881642061,0.1,0.9871794871794872
fish,1.8e-05,Flagella,7.917258254634084e-07,4.398476808130047,0.20019710204796415,0.1,0.9871794871794872
fish,1.8e-05,Fin,0.018771886221683232,104288.25678712908,0.9999875725267058,0.1,1.2307692307692308
fish,1.8e-05,Flagella,8.961353803427184e-07,4.97852989079288,0.17875633866509258,0.1,1.2307692307692308
fish,1.8e-05,Fin,0.026139691010348045,145220.5056130447,0.9999913251154118,0.1,1.4743589743589745
fish,1.8e-05,Flagella,9.903591078237563e-07,5.501995043465313,0.16286433267616762,0.1,1.4743589743589745
fish,1.8e-05,Fin,0.03430756600079579,190597.58889330996,0.9999935427043855,0.1,1.7179487179487178
fish,1.8e-05,Flagella,1.0768407918545074e-06,5.982448843636153,0.15048796609290943,0.1,1.7179487179487178
fish,1.8e-05,Fin,0.043097664588226677,239431.46993459263,0.9999949592623135,0.1,1.9615384615384615
fish,1.8e-05,Flagella,1.1571839338993749e-06,6.428799632774305,0.14050250127043604,0.1,1.9615384615384615
fish,1.8e-05,Fin,0.05234821564537192,290823.4202520662,0.9999959186287103,0.1,2.2051282051282053
fish,1.8e-05,Flagella,1.2325072455390284e-06,6.847262475216824,0.13222910227400234,0.1,2.2051282051282053
fish,1.8e-05,Fin,0.06191852229015575,343991.79050086526,0.9999965987705762,0.1,2.448717948717949
fish,1.8e-05,Flagella,1.3036275774328631e-06,7.242375430182573,0.12523082243145853,0.1,2.448717948717949
fish,1.8e-05,Fin,0.07169101837516625,398283.4354175903,0.9999970990825594,0.1,2.692307692307692
fish,1.8e-05,Flagella,1.3711627336705927e-06,7.617570742614404,0.11921210980943979,0.1,2.692307692307692
fish,1.8e-05,Fin,0.08157107423587551,453172.6346437528,0.9999974785129039,0.1,2.9358974358974357
fish,1.8e-05,Flagella,1.4355932692417636e-06,7.975518162454242,0.11396500759908512,0.1,2.9358974358974357
fish,1.8e-05,Fin,0.09148529046499021,508251.61369439005,0.9999977737658939,0.1,3.1794871794871793
fish,1.8e-05,Flagella,1.4973016364249861e-06,8.318342424583257,0.10933841173987142,0.1,3.1794871794871793
fish,1.8e-05,Fin,0.1013789296785239,563216.2759917995,0.9999980086345188,0.1,3.423076923076923
fish,1.8e-05,Flagella,1.556598063142735e-06,8.647767017459639,0.10521955468150505,0.1,3.423076923076923
fish,1.8e-05,Fin,0.11121299513664361,617849.9729813534,0.9999981990736398,0.1,3.6666666666666665
fish,1.8e-05,Flagella,1.6137382784111177e-06,8.965212657839542,0.10152235792987148,0.1,3.6666666666666665
fish,1.8e-05,Fin,0.12096130918914315,672007.2732730175,0.9999983560958693,0.1,3.91025641025641
fish,1.8e-05,Flagella,1.668936010780691e-06,9.271866726559395,0.0981798338755644,0.1,3.91025641025641
fish,1.8e-05,Fin,0.13060781084938486,725598.9491632492,0.9999984874946732,0.1,4.153846153846153
fish,1.8e-05,Flagella,1.7223720366705932e-06,9.568733537058852,0.09513897214055646,0.1,4.153846153846153
fish,1.8e-05,Fin,0.14014418586030233,778578.8103350131,0.9999985989069147,0.1,4.397435897435898
fish,1.8e-05,Flagella,1.7742008635570988e-06,9.856671464206103,0.09235720526922932,0.1,4.397435897435898
fish,1.8e-05,Fin,0.14956787070821878,830932.61504566,0.9999986944887354,0.1,4.6410256410256405
fish,1.8e-05,Flagella,1.8245557720565294e-06,10.136420955869609,0.08979990759325233,0.1,4.6410256410256405
fish,1.8e-05,Fin,0.1588804246015446,882669.0255641367,0.9999987773573549,0.1,4.884615384615384
fish,1.8e-05,Flagella,1.8735526776308122e-06,10.408625986837846,0.08743858885207244,0.1,4.884615384615384
fish,1.8e-05,Fin,0.16808623730736216,933812.4294853453,0.9999988498869037,0.1,5.128205128205128
fish,1.8e-05,Flagella,1.9212931348895565e-06,10.673850749386425,0.08524956544389434,0.1,5.128205128205128
fish,1.8e-05,Fin,0.177191528407469,984397.3800414943,0.999998913910806,0.1,5.371794871794871
fish,1.8e-05,Flagella,1.9678667057718423e-06,10.93259280984357,0.08321296698756095,0.1,5.371794871794871
fish,1.8e-05,Fin,0.18620359029747865,1034464.3905415481,0.9999989708629196,0.1,5.615384615384615
fish,1.8e-05,Flagella,2.0133528491954715e-06,11.18529360664151,0.08131198261097507,0.1,5.615384615384615
fish,1.8e-05,Fin,0.19513022932673263,1084056.8295929593,0.9999990218776796,0.1,5.858974358974359
fish,1.8e-05,Flagella,2.0578224426404678e-06,11.432346903558154,0.07953228161120643,0.1,5.858974358974359
fish,1.8e-05,Fin,0.20397936428662744,1133218.6904812637,0.9999990678622701,0.1,6.102564102564102
fish,1.8e-05,Flagella,2.101339026061982e-06,11.674105700344347,0.07786156249905274,0.1,6.102564102564102
fish,1.8e-05,Fin,0.21275874734484454,1181993.040804692,0.9999991095493814,0.1,6.346153846153846
fish,1.8e-05,Flagella,2.143959817528846e-06,11.910887875160254,0.07628919852143672,0.1,6.346153846153846
fish,1.8e-05,Fin,0.22147577850427883,1230420.991690438,0.9999991475362767,0.1,6.589743589743589
fish,1.8e-05,Flagella,2.1857365614399642e-06,12.142980896888691,0.0748059557445495,0.1,6.589743589743589
fish,1.8e-05,Fin,0.23013739020268337,1278541.0566815743,0.9999991823140633,0.1,6.833333333333333
fish,1.8e-05,Flagella,2.226716229784794e-06,12.370645721026632,0.07340376722716542,0.1,6.833333333333333
fish,1.8e-05,Fin,0.23874998351672566,1326388.7973151426,0.9999992142898658,0.1,7.076923076923077
fish,1.8e-05,Flagella,2.2669416182463433e-06,12.594120101368574,0.07207555013910641,0.1,7.076923076923077
fish,1.8e-05,Fin,0.2473194015215984,1373996.6751199912,0.9999992438037925,0.1,7.32051282051282
fish,1.8e-05,Flagella,2.3064518439442628e-06,12.813621355245905,0.07081505690487994,0.1,7.32051282051282
fish,1.8e-05,Fin,0.2558509287114375,1421394.048396875,0.9999992711420359,0.1,7.564102564102564
fish,1.8e-05,Flagella,2.3452827754333367e-06,13.029348752407426,0.06961675275716563,0.1,7.564102564102564
fish,1.8e-05,Fin,0.264349308081588,1468607.2671199334,0.9999992965470804,0.1,7.8076923076923075
fish,1.8e-05,Flagella,2.3834673948619736e-06,13.241485527010965,0.0684757146897527,0.1,7.8076923076923075
fish,1.8e-05,Fin,0.27281876960484447,1515659.831138025,0.9999993202257178,0.1,8.051282051282051
fish,1.8e-05,Flagella,2.4210361132589805e-06,13.450200629216559,0.06738754726358832,0.1,8.051282051282051
fish,1.8e-05,Fin,0.2812630654951981,1562572.5860844338,0.999999342355391,0.1,8.294871794871796
fish,1.8e-05,Flagella,2.4580170432136997e-06,13.65565024007611,0.06634831213894403,0.1,8.294871794871796
fish,1.8e-05,Fin,0.2896855089321739,1609363.938512077,0.9999993630892501,0.1,8.538461538461538
