scenario,rho,mu,propulsion,speed,Re,eff,L,freq
bacteria,1400.0,3.467368504525317e-05,Fin,2.134297357194321e-09,4.308766570631796e-07,0.02,5e-06,100.0
bacteria,1400.0,3.467368504525317e-05,Flagella,5.950996755937123e-05,0.012014003483388826,1.190212495494607,5e-06,100.0
bacteria,1400.0,5.248074602497723e-05,Fin,1.4149044257776123e-09,1.887231362094111e-07,0.02,5e-06,100.0
bacteria,1400.0,5.248074602497723e-05,Flagella,6.425331743704529e-05,0.008570252066257897,1.1932003013576324,5e-06,100.0
bacteria,1400.0,7.943282347242822e-05,Fin,9.350223316627943e-10,8.239863617477274e-08,0.02,5e-06,100.0
bacteria,1400.0,7.943282347242822e-05,Flagella,7.279912242344054e-05,0.006415406562262866,1.1950271919578288,5e-06,100.0
bacteria,1400.0,0.00012022644346174131,Fin,6.177679141225635e-10,3.596858789417701e-08,0.02,5e-06,100.0
bacteria,1400.0,0.00012022644346174131,Flagella,8.122732298973213e-05,0.004729336114055999,1.1964245419607595,5e-06,100.0
bacteria,1400.0,0.00018197008586099826,Fin,4.081560428507392e-10,1.5700889992092578e-08,0.02,5e-06,100.0
bacteria,1400.0,0.00018197008586099826,Flagella,8.916442706504005e-05,0.0034299648016435594,1.1974751170422107,5e-06,100.0
bacteria,1400.0,0.0002754228703338166,Fin,2.6966626185499383e-10,6.853693125400517e-09,0.02,5e-06,100.0
bacteria,1400.0,0.0002754228703338166,Flagella,9.627005807428025e-05,0.0024467481792750058,1.1982491700547422,5e-06,100.0
bacteria,1400.0,0.0004168693834703355,Fin,1.7816680116331078e-10,2.991746713948649e-09,0.02,5e-06,100.0
bacteria,1400.0,0.0004168693834703355,Flagella,0.00010230561934976031,0.0017178986124781763,1.1988068750272813,5e-06,100.0
bacteria,1400.0,0.000630957344480193,Fin,1.177136580252539e-10,1.3059450268474439e-09,0.02,5e-06,100.0
bacteria,1400.0,0.000630957344480193,Flagella,0.00010717626428687738,0.0011890405216317963,1.1991995640629853,5e-06,100.0
bacteria,1400.0,0.0009549925860214359,Fin,7.777264832141949e-11,5.700657222041687e-10,0.02,5e-06,100.0
bacteria,1400.0,0.0009549925860214359,Flagella,0.00011092761317149645,0.0008130882936331464,1.1994700754253735,5e-06,100.0
bacteria,1400.0,0.001445439770745928,Fin,5.1383880830729416e-11,2.4884272115294513e-10,0.02,5e-06,100.0
bacteria,1400.0,0.001445439770745928,Flagella,0.00011370418199116883,0.0005506485223714564,1.1996528597125873,5e-06,100.0
bacteria,1400.0,0.002187761623949552,Fin,3.39489938740953e-11,1.0862378904409695e-10,0.02,5e-06,100.0
bacteria,1400.0,0.002187761623949552,Flagella,0.00011569467198760322,0.0003701786771683026,1.1997744205078207,5e-06,100.0
bacteria,1400.0,0.003311311214825911,Fin,2.242987795635293e-11,4.74160039658867e-11,0.02,5e-06,100.0
bacteria,1400.0,0.003311311214825911,Flagella,0.00011708729901755118,0.0002475185930736953,1.199854273695127,5e-06,100.0
bacteria,1400.0,0.005011872336272719,Fin,1.4819273444966886e-11,2.0697836487973048e-11,0.02,5e-06,100.0
bacteria,1400.0,0.005011872336272719,Flagella,0.00011804441851744846,0.0001648707058321958,1.1999062517750114,5e-06,100.0
bacteria,1400.0,0.007585775750291836,Fin,9.79099688074172e-12,9.034933330655778e-12,0.02,5e-06,100.0
bacteria,1400.0,0.007585775750291836,Flagella,0.00011869395095738534,0.0001095283704728199,1.1999398646071981,5e-06,100.0
bacteria,1400.0,0.01148153621496883,Fin,7.321922544951578e-12,4.463989561591972e-12,0.02,5e-06,100.0
bacteria,1400.0,0.01148153621496883,Flagella,0.0001358248803017697,8.280896774708899e-05,1.1999556111393883,5e-06,100.0
bacteria,1400.0,0.017378008287493744,Fin,7.321922544951578e-12,2.949328655318119e-12,0.02,5e-06,100.0
bacteria,1400.0,0.017378008287493744,Flagella,0.00020557927539824488,8.280896774708896e-05,1.1999556111393883,5e-06,100.0
bacteria,1400.0,0.026302679918953815,Fin,7.321922544951578e-12,1.948602118589734e-12,0.02,5e-06,100.0
bacteria,1400.0,0.026302679918953815,Flagella,0.0003111568247243788,8.280896774708899e-05,1.1999556111393883,5e-06,100.0
bacteria,1400.0,0.03981071705534969,Fin,7.321922544951578e-12,1.2874286525259587e-12,0.02,5e-06,100.0
bacteria,1400.0,0.03981071705534969,Flagella,0.0004709549120892767,8.280896774708896e-05,1.1999556111393883,5e-06,100.0
bacteria,1400.0,0.060255958607435746,Fin,7.321922544951578e-12,8.505956755011485e-13,0.02,5e-06,100.0
bacteria,1400.0,0.060255958607435746,Flagella,0.0007128191046990115,8.280896774708907e-05,1.1999556111393883,5e-06,100.0
bacteria,1400.0,0.09120108393559097,Fin,7.321922544951578e-12,5.619829897072038e-13,0.02,5e-06,100.0
bacteria,1400.0,0.09120108393559097,Flagella,0.001078895374017415,8.280896774708896e-05,1.1999556111393883,5e-06,100.0
bacteria,1400.0,0.13803842646028838,Fin,7.321922544951578e-12,3.712984791912701e-13,0.02,5e-06,100.0
bacteria,1400.0,0.13803842646028838,Flagella,0.0016329742292298427,8.280896774708873e-05,1.1999556111393883,5e-06,100.0
bacteria,1400.0,0.2089296130854041,Fin,7.321922544951578e-12,2.4531447245685653e-13,0.02,5e-06,100.0
bacteria,1400.0,0.2089296130854041,Flagella,0.00247160651305728,8.280896774708876e-05,1.1999556111393883,5e-06,100.0
bacteria,1400.0,0.31622776601683794,Fin,7.321922544951578e-12,1.620776646536851e-13,0.02,5e-06,100.0
bacteria,1400.0,0.31622776601683794,Flagella,0.003740927839546033,8.280896774708867e-05,1.1999556111393883,5e-06,100.0
bacteria,1400.0,0.47863009232263803,Fin,7.321922544951578e-12,1.0708365110506214e-13,0.02,5e-06,100.0
bacteria,1400.0,0.47863009232263803,Flagella,0.005662123411133063,8.280896774708876e-05,1.1999556111393883,5e-06,100.0
bacteria,1400.0,0.7244359600749891,Fin,7.321922544951578e-12,7.074946667384598e-14,0.02,5e-06,100.0
bacteria,1400.0,0.7244359600749891,Flagella,0.008569970578954445,8.280896774708886e-05,1.1999556111393883,5e-06,100.0
bacteria,1400.0,1.096478196143185,Fin,7.321922544951578e-12,4.6743709081441734e-14,0.02,5e-06,100.0
bacteria,1400.0,1.096478196143185,Flagella,0.012971175368543902,8.280896774708898e-05,1.1999556111393883,5e-06,100.0
bacteria,1400.0,1.6595869074375598,Fin,7.321922544951578e-12,3.088326232568174e-14,0.02,5e-06,100.0
bacteria,1400.0,1.6595869074375598,Flagella,0.019632668384498234,8.280896774708875e-05,1.1999556111393883,5e-06,100.0
bacteria,1400.0,2.511886431509577,Fin,7.321922544951578e-12,2.040436907167777e-14,0.02,5e-06,100.0
bacteria,1400.0,2.511886431509577,Flagella,0.029715246070175207,8.280896774708876e-05,1.1999556111393883,5e-06,100.0
bacteria,1400.0,3.801893963205613,Fin,7.321922544951578e-12,1.3481032956386316e-14,0.02,5e-06,100.0
bacteria,1400.0,3.801893963205613,Flagella,0.044975844939563615,8.280896774708883e-05,1.1999556111393883,5e-06,100.0
bacteria,1400.0,5.754399373371567,Fin,7.321922544951578e-12,8.906830146658916e-15,0.02,5e-06,100.0
bacteria,1400.0,5.754399373371567,Flagella,0.06807369601619936,8.280896774708906e-05,1.1999556111393883,5e-06,100.0
bacteria,1400.0,8.709635899560796,Fin,7.321922544951578e-12,5.8846843204140865e-15,0.02,5e-06,100.0
bacteria,1400.0,8.709635899560796,Flagella,0.10303370832794519,8.280896774708877e-05,1.1999556111393883,5e-06,100.0
bacteria,1400.0,13.182567385564074,Fin,7.321922544951578e-12,3.887972374090614e-15,0.02,5e-06,100.0
bacteria,1400.0,13.182567385564074,Flagella,0.15594782820785727,8.280896774708886e-05,1.1999556111393883,5e-06,100.0
bacteria,1400.0,19.952623149688797,Fin,7.321922544951578e-12,2.5687578735962074e-15,0.02,5e-06,100.0
bacteria,1400.0,19.952623149688797,Flagella,0.23603658955319926,8.280896774708869e-05,1.1999556111393883,5e-06,100.0
bacteria,1.2,1e-05,Fin,5.1357104343562334e-12,3.08142626061374e-12,0.02,5e-06,100.0
bacteria,1.2,1e-05,Flagella,9.652025603310515e-05,5.7912153619863084e-05,1.199969893794447,5e-06,100.0
bacteria,1.2,1.5135612484362071e-05,Fin,3.854477064491388e-12,1.5279766452030084e-12,0.02,5e-06,100.0
bacteria,1.2,1.5135612484362071e-05,Flagella,0.00010963629658972474,4.346158969238924e-05,1.1999779551776004,5e-06,100.0
bacteria,1.2,2.290867652767775e-05,Fin,2.7131148558421795e-12,7.105905535566636e-13,0.02,5e-06,100.0
bacteria,1.2,2.290867652767775e-05,Flagella,0.00011684654240008467,3.060321942009526e-05,1.1999849370610531,5e-06,100.0
bacteria,1.2,3.467368504525317e-05,Fin,1.8294739801339633e-12,3.1657563557140614e-13,0.02,5e-06,100.0
bacteria,1.2,3.467368504525317e-05,Flagella,0.00011933204438088548,2.0649442519618563e-05,1.1999901733827063,5e-06,100.0
bacteria,1.2,5.248074602497723e-05,Fin,1.2127980396547507e-12,1.3865634140309768e-13,0.02,5e-06,100.0
bacteria,1.2,5.248074602497723e-05,Flagella,0.00011981044219307424,1.369764547204257e-05,1.199993706976278,5e-06,100.0
bacteria,1.2,7.943282347242822e-05,Fin,8.014543162035306e-13,6.05382723036445e-14,0.02,5e-06,100.0
bacteria,1.2,7.943282347242822e-05,Flagella,0.00011989065976306183,9.056003892749212e-06,1.1999959844662809,5e-06,100.0
bacteria,1.2,0.00012022644346174131,Fin,5.295172595523721e-13,2.6425996360153966e-14,0.02,5e-06,100.0
bacteria,1.2,0.00012022644346174131,Flagella,0.00011992796505367615,5.985104188422901e-06,1.1999974387145336,5e-06,100.0
bacteria,1.2,0.00018197008586099826,Fin,3.4984858602135373e-13,1.1535365860801751e-14,0.02,5e-06,100.0
bacteria,1.2,0.00018197008586099826,Flagella,0.0001199523939824449,3.955124604625612e-06,1.199998366489828,5e-06,100.0
bacteria,1.2,0.0002754228703338166,Fin,2.3114266857929034e-13,5.0353698289283384e-15,0.02,5e-06,100.0
bacteria,1.2,0.0002754228703338166,Flagella,0.00011996854232851956,2.6134766989346073e-06,1.1999989582751722,5e-06,100.0
bacteria,1.2,0.0004168693834703355,Fin,1.5271444668537122e-13,2.198018651512292e-15,0.02,5e-06,100.0
bacteria,1.2,0.0004168693834703355,Flagella,0.00011997921483307415,1.7268605408381386e-06,1.1999993357025573,5e-06,100.0
bacteria,1.2,0.000630957344480193,Fin,1.0089743434114251e-13,9.59469940944414e-16,0.02,5e-06,100.0
bacteria,1.2,0.000630957344480193,Flagella,0.00011998626729659266,1.140992509363136e-06,1.1999995763981317,5e-06,100.0
bacteria,1.2,0.0009549925860214359,Fin,6.666227378997306e-14,4.1882381978079623e-16,0.02,5e-06,100.0
bacteria,1.2,0.0009549925860214359,Flagella,0.00011999091747054806,7.538754911413819e-07,1.1999996329173275,5e-06,100.0
bacteria,1.2,0.001445439770745928,Fin,4.404332752232498e-14,1.8282322825362482e-16,0.02,5e-06,100.0
bacteria,1.2,0.001445439770745928,Flagella,0.00011999398647121925,4.980933369889039e-07,1.1999996329173275,5e-06,100.0
bacteria,1.2,0.002187761623949552,Fin,2.909913792245288e-14,7.980523363396527e-17,0.02,5e-06,100.0
bacteria,1.2,0.002187761623949552,Flagella,0.00011999601431211116,3.290925656575412e-07,1.1999996329173275,5e-06,100.0
bacteria,1.2,0.003311311214825911,Fin,1.9225609768034172e-14,3.4836247976851565e-17,0.02,5e-06,100.0
bacteria,1.2,0.003311311214825911,Flagella,0.0001199973541685046,2.1743172969891934e-07,1.1999996329173275,5e-06,100.0
bacteria,1.2,0.005011872336272719,Fin,1.2702234407690945e-14,1.5206573777740083e-17,0.02,5e-06,100.0
bacteria,1.2,0.005011872336272719,Flagella,0.00011999823943567598,1.4365677900517018e-07,1.1999996329173275,5e-06,100.0
bacteria,1.2,0.007585775750291836,Fin,8.392283048218121e-15,6.637910208111747e-18,0.02,5e-06,100.0
bacteria,1.2,0.007585775750291836,Flagella,0.00011999882434022771,9.491355528321109e-08,1.1999996329173275,5e-06,100.0
bacteria,1.2,0.01148153621496883,Fin,6.2759336099585055e-15,3.2796658003532906e-18,0.02,5e-06,100.0
bacteria,1.2,0.01148153621496883,Flagella,0.0001358248803017697,7.097911521179057e-08,1.1999996329173275,5e-06,100.0
bacteria,1.2,0.017378008287493744,Fin,6.2759336099585055e-15,2.1668537059480093e-18,0.02,5e-06,100.0
bacteria,1.2,0.017378008287493744,Flagella,0.00020557927539824488,7.097911521179055e-08,1.1999996329173275,5e-06,100.0
bacteria,1.2,0.026302679918953815,Fin,6.2759336099585055e-15,1.4316260463108273e-18,0.02,5e-06,100.0
bacteria,1.2,0.026302679918953815,Flagella,0.0003111568247243788,7.097911521179057e-08,1.1999996329173275,5e-06,100.0
bacteria,1.2,0.03981071705534969,Fin,6.2759336099585055e-15,9.458659487945833e-19,0.02,5e-06,100.0
bacteria,1.2,0.03981071705534969,Flagella,0.0004709549120892767,7.097911521179055e-08,1.1999996329173275,5e-06,100.0
bacteria,1.2,0.060255958607435746,Fin,6.2759336099585055e-15,6.249274350620693e-19,0.02,5e-06,100.0
bacteria,1.2,0.060255958607435746,Flagella,0.0007128191046990115,7.097911521179063e-08,1.1999996329173275,5e-06,100.0
bacteria,1.2,0.09120108393559097,Fin,6.2759336099585055e-15,4.128854618257014e-19,0.02,5e-06,100.0
bacteria,1.2,0.09120108393559097,Flagella,0.001078895374017415,7.097911521179053e-08,1.1999996329173275,5e-06,100.0
bacteria,1.2,0.13803842646028838,Fin,6.2759336099585055e-15,2.7279071940583154e-19,0.02,5e-06,100.0
bacteria,1.2,0.13803842646028838,Flagella,0.0016329742292298427,7.097911521179033e-08,1.1999996329173275,5e-06,100.0
bacteria,1.2,0.2089296130854041,Fin,6.2759336099585055e-15,1.8023104098871122e-19,0.02,5e-06,100.0
bacteria,1.2,0.2089296130854041,Flagella,0.00247160651305728,7.097911521179037e-08,1.1999996329173275,5e-06,100.0
bacteria,1.2,0.31622776601683794,Fin,6.2759336099585055e-15,1.1907746790883005e-19,0.02,5e-06,100.0
bacteria,1.2,0.31622776601683794,Flagella,0.003740927839546033,7.097911521179029e-08,1.1999996329173275,5e-06,100.0
bacteria,1.2,0.47863009232263803,Fin,6.2759336099585055e-15,7.867370285269884e-20,0.02,5e-06,100.0
bacteria,1.2,0.47863009232263803,Flagella,0.005662123411133063,7.097911521179035e-08,1.1999996329173275,5e-06,100.0
bacteria,1.2,0.7244359600749891,Fin,6.2759336099585055e-15,5.1979200005274674e-20,0.02,5e-06,100.0
bacteria,1.2,0.7244359600749891,Flagella,0.008569970578954445,7.097911521179045e-08,1.1999996329173275,5e-06,100.0
bacteria,1.2,1.096478196143185,Fin,6.2759336099585055e-15,3.434231687616133e-20,0.02,5e-06,100.0
bacteria,1.2,1.096478196143185,Flagella,0.012971175368543902,7.097911521179055e-08,1.1999996329173275,5e-06,100.0
bacteria,1.2,1.6595869074375598,Fin,6.2759336099585055e-15,2.2689743749480494e-20,0.02,5e-06,100.0
bacteria,1.2,1.6595869074375598,Flagella,0.019632668384498234,7.097911521179035e-08,1.1999996329173275,5e-06,100.0
bacteria,1.2,2.511886431509577,Fin,6.2759336099585055e-15,1.4990965032253078e-20,0.02,5e-06,100.0
bacteria,1.2,2.511886431509577,Flagella,0.029715246070175207,7.097911521179037e-08,1.1999996329173275,5e-06,100.0
bacteria,1.2,3.801893963205613,Fin,6.2759336099585055e-15,9.904432376120575e-21,0.02,5e-06,100.0
bacteria,1.2,3.801893963205613,Flagella,0.044975844939563615,7.097911521179043e-08,1.1999996329173275,5e-06,100.0
bacteria,1.2,5.754399373371567,Fin,6.2759336099585055e-15,6.543793577137174e-21,0.02,5e-06,100.0
bacteria,1.2,5.754399373371567,Flagella,0.06807369601619936,7.097911521179062e-08,1.1999996329173275,5e-06,100.0
bacteria,1.2,8.709635899560796,Fin,6.2759336099585055e-15,4.323441541528723e-21,0.02,5e-06,100.0
bacteria,1.2,8.709635899560796,Flagella,0.10303370832794519,7.097911521179037e-08,1.1999996329173275,5e-06,100.0
bacteria,1.2,13.182567385564074,Fin,6.2759336099585055e-15,2.8564694993318846e-21,0.02,5e-06,100.0
bacteria,1.2,13.182567385564074,Flagella,0.15594782820785727,7.097911521179045e-08,1.1999996329173275,5e-06,100.0
bacteria,1.2,19.952623149688797,Fin,6.2759336099585055e-15,1.8872506826421144e-21,0.02,5e-06,100.0
bacteria,1.2,19.952623149688797,Flagella,0.23603658955319926,7.097911521179031e-08,1.1999996329173275,5e-06,100.0
bacteria,900.0,1e-05,Fin,3.851444471560629e-09,1.7331500122022832e-06,0.02,5e-06,100.0
bacteria,900.0,1e-05,Flagella,5.6804934022458796e-05,0.025562220310106458,1.1780102054558597,5e-06,100.0
bacteria,900.0,1.5135612484362071e-05,Fin,2.8906859377704767e-09,8.59435766699692e-07,0.02,5e-06,100.0
bacteria,900.0,1.5135612484362071e-05,Flagella,5.888029408564804e-05,0.017505821033616642,1.1853310416347864,5e-06,100.0
bacteria,900.0,2.290867652767775e-05,Fin,2.0347658325390865e-09,3.9969337536209374e-07,0.02,5e-06,100.0
bacteria,900.0,2.290867652767775e-05,Flagella,5.94982953369829e-05,0.011687376557652417,1.1904987797933486,5e-06,100.0
bacteria,900.0,3.467368504525317e-05,Fin,1.3720818518543551e-09,1.7807072785273138e-07,0.02,5e-06,100.0
bacteria,900.0,3.467368504525317e-05,Flagella,6.481408447441397e-05,0.008411663766173354,1.1933360471708319,5e-06,100.0
bacteria,900.0,5.248074602497723e-05,Fin,9.095914573144456e-10,7.799358560884294e-08,0.02,5e-06,100.0
bacteria,900.0,5.248074602497723e-05,Flagella,7.33633120743842e-05,0.0062905909183838095,1.1951317219329562,5e-06,100.0
bacteria,900.0,7.943282347242822e-05,Fin,6.010886904334977e-10,3.405266222079633e-08,0.02,5e-06,100.0
bacteria,900.0,7.943282347242822e-05,Flagella,8.177062432821196e-05,0.0046324402607277135,1.1965037756415662,5e-06,100.0
bacteria,900.0,0.00012022644346174131,Fin,3.9713735433662166e-10,1.4864600856994474e-08,0.02,5e-06,100.0
