velocity,reynolds,efficiency,thrust,drag,power,L,freq,rho,mu,propulsion,scale,environment
1.5913169778961803e-06,7.863832371771026,0.1155541007671982,4.4099582908183366e-07,8.031060769668435e-11,7.01764149999324e-13,0.1,10.0,1000.0,2.0235896477251556e-05,Flagella,fish,
1.3516637125443206e-11,2.2932473688431298e-09,0.02,2.500000000000002e-20,1.8762780186285354e-20,3.3791592813608043e-31,5e-06,10.0,1000.0,2.94705170255181e-05,Fin,bacteria,
0.27499357429429055,933114.1834267026,0.9999988489524625,0.19999976966986702,0.13054612227888782,0.05499865151955157,0.1,10.0,1000.0,2.94705170255181e-05,Fin,fish,
8.456089519394029e-06,0.0014346693531151868,1.1990186849395224,1.6651562242724666e-14,1.3422561204750193e-14,1.4080710096224136e-19,5e-06,10.0,1000.0,2.94705170255181e-05,Flagella,bacteria,
2.3174644772605215e-06,7.863670919834431,0.1155564286102985,6.422565274150704e-07,1.7033075815415706e-10,1.488406687573124e-12,0.1,10.0,1000.0,2.94705170255181e-05,Flagella,fish,
1.0728536366970272e-11,1.24984863662012e-09,0.02,2.500000000000002e-20,2.169206004108118e-20,2.6821340917425703e-31,5e-06,10.0,1000.0,4.291934260128778e-05,Fin,bacteria,
0.27498515852822614,640702.1679776971,0.999998268707321,0.19999965356001417,0.13054160427262174,0.054996936439790804,0.1,10.0,1000.0,4.291934260128778e-05,Fin,fish,
9.730776691397822e-06,0.001133612038492157,1.1992399686534607,2.4254948646228236e-14,2.1905958364213003e-14,2.3601948893776886e-19,5e-06,10.0,1000.0,4.291934260128778e-05,Flagella,bacteria,
3.3749349514044005e-06,7.863435800396292,0.11555981876512286,9.353767252598477e-07,3.6125051980823504e-10,3.1568356028096514e-12,0.1,10.0,1000.0,4.291934260128778e-05,Flagella,fish,
8.043212967580883e-12,6.434002199916394e-10,0.02,2.500000000000002e-20,2.3687444934191706e-20,2.010803241895222e-31,5e-06,10.0,1000.0,6.250551925273976e-05,Fin,bacteria,
0.27497342826852306,439918.6368753673,0.9999973959262352,0.19999947891228959,0.1305355250985111,0.05499454236843045,0.1,10.0,1000.0,6.250551925273976e-05,Fin,fish,
1.0653391426914721e-05,0.0008521960583862968,1.1994423585972123,3.532961521355722e-14,3.4049341828436646e-14,3.763802198323064e-19,5e-06,10.0,1000.0,6.250551925273976e-05,Flagella,bacteria,
4.914867363722215e-06,7.863093407558221,0.11556475602056684,1.3622926038015255e-06,7.661555307765432e-10,6.695487458264275e-12,0.1,10.0,1000.0,6.250551925273976e-05,Flagella,fish,
5.748778284497535e-12,3.1576347308425965e-10,0.02,2.500000000000002e-20,2.465895186535785e-20,1.437194571124385e-31,5e-06,10.0,1000.0,9.102981779915228e-05,Fin,bacteria,
0.2749574480315749,302052.06895859074,0.9999960830938139,0.199999216208127,0.13052772144272495,0.05499127409690179,0.1,10.0,1000.0,9.102981779915228e-05,Fin,fish,
1.120031089993505e-05,0.0006152001163315168,1.199608476000948,5.1459354859575254e-14,5.0999297761071094e-14,5.763607731373264e-19,5e-06,10.0,1000.0,9.102981779915228e-05,Flagella,bacteria,
7.1573057325975395e-06,7.862594813041791,0.11557194640329516,1.984096059297442e-06,1.6248575547536562e-09,1.4200782099233768e-11,0.1,10.0,1000.0,9.102981779915228e-05,Flagella,fish,
3.99415340983773e-12,1.5064189360931635e-10,0.02,2.500000000000002e-20,2.495224736040269e-20,9.985383524594334e-32,5e-06,10.0,1000.0,0.00013257113655901082,Fin,bacteria,
0.2749361960148668,207387.67363021412,0.9999941082838827,0.19999882103898098,0.13051827943614153,0.05498691506391554,0.1,10.0,1000.0,0.00013257113655901082,Fin,fish,
1.1485490959454809e-05,0.00043318218646870853,1.1997324555799427,7.495049749069061e-14,7.486053454136582e-14,8.608432613359673e-19,5e-06,10.0,1000.0,0.00013257113655901082,Flagella,bacteria,
1.0422568808493843e-05,7.8618687891044,0.11558241814495135,2.88979678904408e-06,3.445870314837619e-09,3.011910587637649e-11,0.1,10.0,1000.0,0.00013257113655901082,Flagella,fish,
2.747501788966698e-12,7.115307973547736e-11,0.02,2.500000000000002e-20,2.4997292757067227e-20,6.868754472416751e-32,5e-06,10.0,1000.0,0.00019306977288832496,Fin,bacteria,
0.2749084776128354,142388.14989016816,0.9999911376047013,0.19999822659141822,0.13050760349430207,0.05498120799751367,0.1,10.0,1000.0,0.00019306977288832496,Fin,fish,
1.1646157324151216e-05,0.0003016048848539218,1.1998194012837977,1.0916195320548048e-13,1.0915476087743037e-13,1.2713172808426587e-18,5e-06,10.0,1000.0,0.00019306977288832496,Flagella,bacteria,
1.5176851227955063e-05,7.860811664565239,0.11559766873192397,4.209105815062507e-06,7.307370581564723e-09,6.388097275792421e-11,0.1,10.0,1000.0,0.00019306977288832496,Flagella,fish,
1.8867683567411927e-12,3.355127251577517e-11,0.02,2.500000000000002e-20,2.499995918658767e-20,4.716920891852986e-32,5e-06,10.0,1000.0,0.0002811768697974228,Fin,bacteria,
0.2748725645792407,97757.88626471157,0.999986668659124,0.19999733233319633,0.13049629294491616,0.05497377964743237,0.1,10.0,1000.0,0.0002811768697974228,Fin,fish,
1.1753136380744623e-05,0.00020899899037236437,1.1998787212622173,1.5898570432088123e-13,1.589855502390354e-13,1.8685806654720568e-18,5e-06,10.0,1000.0,0.0002811768697974228,Flagella,bacteria,
2.2098456651403344e-05,7.859272587864158,0.11561987907435993,6.131101263418394e-06,1.5495019704414675e-08,1.3548787549501565e-10,0.1,10.0,1000.0,0.0002811768697974228,Flagella,fish,
1.2955493977843326e-12,1.5819002079999363e-11,0.02,2.500000000000002e-20,2.4999999912101748e-20,3.238873494460834e-32,5e-06,10.0,1000.0,0.0004094915062380423,Fin,bacteria,
0.2748254047640496,67113.82301646333,0.9999799453598212,0.19999598696731827,0.13048471025227043,0.05496397806947883,0.1,10.0,1000.0,0.0004094915062380423,Fin,fish,
1.1828354218352218e-05,0.00014442734511172322,1.199918802210998,2.31546322785443e-13,2.315463223114015e-13,2.738811923863139e-18,5e-06,10.0,1000.0,0.0004094915062380423,Flagella,bacteria,
3.217387926251004e-05,7.857032141664737,0.11565222543879353,8.931515143394487e-06,3.285320223236781e-08,2.873614898548543e-10,0.1,10.0,1000.0,0.0004094915062380423,Flagella,fish,
8.895875014453746e-13,7.458448112995074e-12,0.02,2.500000000000002e-20,2.4999999999989292e-20,2.2239687536134384e-32,5e-06,10.0,1000.0,0.0005963623316594642,Fin,bacteria,
0.2747614943727449,46072.91235316312,0.9999698294518178,0.19999396272292277,0.1304723738012212,0.054950640063277295,0.1,10.0,1000.0,0.0005963623316594642,Fin,fish,
1.1881106073156127e-05,9.961314994606748e-05,1.1999457513238034,3.372197081452627e-13,3.3721970814517977e-13,4.006543122432618e-18,5e-06,10.0,1000.0,0.0005963623316594642,Flagella,bacteria,
4.683693400987367e-05,7.853771360699987,0.11569933378894273,1.3012690664373453e-05,6.964615742489028e-08,6.094745339381586e-10,0.1,10.0,1000.0,0.0005963623316594642,Flagella,fish,
6.108342306387657e-13,3.516558614542927e-12,0.02,2.500000000000002e-20,2.4999999999999972e-20,1.5270855765969155e-32,5e-06,10.0,1000.0,0.000868511373751352,Fin,bacteria,
0.2746717711937659,31625.58136773489,0.999954606502456,0.19999091653258547,0.13045758203528846,0.05493185926666985,0.1,10.0,1000.0,0.000868511373751352,Fin,fish,
1.1917868536641514e-05,6.861089501433235e-05,1.1999638099337744,4.9111679950261e-13,4.911167995026092e-13,5.853065452608234e-18,5e-06,10.0,1000.0,0.000868511373751352,Flagella,bacteria,
6.81696918292474e-05,7.849026954569722,0.11576794158455328,1.8962236963402072e-05,1.4761156774614055e-07,1.2926498501882833e-09,0.1,10.0,1000.0,0.000868511373751352,Flagella,fish,
4.194286190351519e-13,1.658010392991628e-12,0.02,2.500000000000002e-20,2.4999999999999996e-20,1.0485715475878807e-32,5e-06,10.0,1000.0,0.0012648552168552957,Fin,bacteria,
0.27454318893688157,21705.50314995383,0.9999316926342829,0.19998633134744564,0.13043799189769745,0.05490488515191557,0.1,10.0,1000.0,0.0012648552168552957,Fin,fish,
1.1943371293501193e-05,4.721240476516753e-05,1.199975882147815,7.152443988617579e-13,7.152443988617571e-13,8.542429421203036e-18,5e-06,10.0,1000.0,0.0012648552168552957,Flagella,bacteria,
9.919155022697224e-05,7.842126822513643,0.11586786183676395,2.7639432831686404e-05,3.1275456214523346e-07,2.7415981899692476e-09,0.1,10.0,1000.0,0.0012648552168552957,Flagella,fish,
2.8800017684747264e-13,7.817297432864023e-13,0.02,2.500000000000002e-20,2.4999999999999996e-20,7.200004421186822e-33,5e-06,10.0,1000.0,0.0018420699693267144,Fin,bacteria,
0.2743581262915568,14894.012217778896,0.9998971904262355,0.1999794272695304,0.13041148297044383,0.054865980962527025,0.1,10.0,1000.0,0.0018420699693267144,Fin,fish,
1.1961006532969239e-05,3.24662111975612e-05,1.1999839389392724,1.0416520850619024e-12,1.0416520850619016e-12,1.2459207394506444e-17,5e-06,10.0,1000.0,0.0018420699693267144,Flagella,bacteria,
0.00014427271917722206,7.832097671618547,0.1160133876001229,4.030314375427052e-05,6.623436883794246e-07,5.814644140819082e-09,0.1,10.0,1000.0,0.0018420699693267144,Flagella,fish,
1.9775498880152163e-13,3.6857512720875186e-13,0.02,2.500000000000002e-20,2.5000000000000008e-20,4.943874720038045e-33,5e-06,10.0,1000.0,0.0026826957952797246,Fin,bacteria,
0.2740894073247228,10216.93953548481,0.9998452124238674,0.1999690261793016,0.13037348632634618,0.05480939186878676,0.1,10.0,1000.0,0.0026826957952797246,Fin,fish,
1.197317428189138e-05,2.2315564632707335e-05,1.1999893096346006,1.5170152177485032e-12,1.5170152177485024e-12,1.816348759038423e-17,5e-06,10.0,1000.0,0.0026826957952797246,Flagella,bacteria,
0.00020972064780601021,7.817533697820653,0.11622533835384347,5.880253279400571e-05,1.4017400373930827e-06,1.2332105270193038e-08,0.1,10.0,1000.0,0.0026826957952797246,Flagella,fish,
1.3578823465704833e-13,1.737782469717428e-13,0.02,2.500000000000002e-20,2.5000000000000008e-20,3.394705866426211e-33,5e-06,10.0,1000.0,0.003906939937054613,Fin,bacteria,
0.2736912419362916,7005.25849759092,0.9997668418546766,0.19995334375958806,0.13031135382345566,0.05472547898287589,0.1,10.0,1000.0,0.003906939937054613,Fin,fish,
1.1981556727843398e-05,1.5333684316729124e-05,1.1999928868692173,2.2093093887683095e-12,2.2093093887683087e-12,2.6470965770884522e-17,5e-06,10.0,1000.0,0.003906939937054613,Flagella,bacteria,
0.00030460113761657183,7.796412090384127,0.11653404198405992,8.586417739925219e-05,2.963619590464469e-06,2.6154326116323354e-08,0.1,10.0,1000.0,0.003906939937054613,Flagella,fish,
9.323883449329146e-14,8.193412113551866e-14,0.02,2.500000000000002e-20,2.5000000000000017e-20,2.3309708623322883e-33,5e-06,10.0,1000.0,0.005689866029018293,Fin,bacteria,
0.27307884124821513,4799.389649167734,0.9996485055311155,0.1999296638723137,0.1301892854980818,0.05459656094139657,0.1,10.0,1000.0,0.005689866029018293,Fin,fish,
1.1987325322528938e-05,1.053392580896776e-05,1.1999952682088486,3.217530749715017e-12,3.217530749715016e-12,3.856958783207434e-17,5e-06,10.0,1000.0,0.005689866029018293,Flagella,bacteria,
0.00044186580169794485,7.765838412441192,0.11698368041483673,0.00012553010290015996,6.256849416552089e-06,5.546745955520469e-08,0.1,10.0,1000.0,0.005689866029018293,Flagella,fish,
6.402233801464288e-14,3.8630843176297293e-14,0.02,2.500000000000002e-20,2.5000000000000014e-20,1.6005584503660734e-33,5e-06,10.0,1000.0,0.008286427728546842,Fin,bacteria,
0.27207138527791414,3283.337454819343,0.9994693031692837,0.19989380401405443,0.12990040124073612,0.054385384166575665,0.1,10.0,1000.0,0.008286427728546842,Fin,fish,
1.1991292226963565e-05,7.235501605627611e-06,1.1999968528379739,4.685852196458687e-12,4.685852196458686e-12,5.618942302009519e-17,5e-06,10.0,1000.0,0.008286427728546842,Flagella,bacteria,
0.0006398534939977313,7.721704876438232,0.11763862171481827,0.0001838379159867499,1.3182270053497288e-05,1.1762933287338331e-07,0.1,10.0,1000.0,0.008286427728546842,Flagella,fish,
4.3960864452319166e-14,1.8213926308429337e-14,0.02,2.500000000000002e-20,2.5000000000000017e-20,1.09902161130798e-33,5e-06,10.0,1000.0,0.012067926406393288,Fin,bacteria,
0.2701961566482521,2238.9609245968627,0.9991960074871628,0.19983911421594233,0.12909072224717436,0.053995760609138695,0.1,10.0,1000.0,0.012067926406393288,Fin,fish,
1.1994018788368203e-05,4.969378493232305e-06,1.1999979070269633,6.824239707150894e-12,6.8242397071508934e-12,8.185005926389614e-17,5e-06,10.0,1000.0,0.012067926406393288,Flagella,bacteria,
0.000924192227909252,7.65825210385471,0.11859264089603584,0.00026990085151278,2.7690446496962613e-05,2.4944026927420035e-07,0.1,10.0,1000.0,0.012067926406393288,Flagella,fish,
3.018567680160466e-14,8.587622849818813e-15,0.02,2.500000000000002e-20,2.500000000000002e-20,7.546419200401171e-34,5e-06,10.0,1000.0,0.017575106248547894,Fin,bacteria,
0.26527741104489355,1509.392929370265,0.998766919315833,0.1997532415070874,0.1258566785568067,0.05299002275482551,0.1,10.0,1000.0,0.017575106248547894,Fin,fish,
1.1995892182806045e-05,3.412750970935718e-06,1.1999986082075453,9.93847691484198e-12,9.93847691484198e-12,1.1922089753175126e-16,5e-06,10.0,1000.0,0.017575106248547894,Flagella,bacteria,
0.0013300049834707322,7.567550173875171,0.11998232206124888,0.00039767055654530255,5.791802919057443e-05,5.28903821984832e-07,0.1,10.0,1000.0,0.017575106248547894,Flagella,fish,
2.0726960111504333e-14,4.048949411668719e-15,0.02,2.500000000000002e-20,2.5000000000000023e-20,5.181740027876087e-34,5e-06,10.0,1000.0,0.025595479226995333,Fin,bacteria,
0.24122321196422986,942.4446005676417,0.9979454455034996,0.19958890075807462,0.14618211817485294,0.04814547571327267,0.1,10.0,1000.0,0.025595479226995333,Fin,fish,
1.1997179070937561e-05,2.343612902212091e-06,1.199999074530364,1.4473891348203894e-11,1.4473891348203894e-11,1.7364586635769598e-16,5e-06,10.0,1000.0,0.025595479226995333,Flagella,bacteria,
0.0019040415477832933,7.438975964845843,0.12200644640195016,0.0005889063868306973,0.00012040835983009412,1.1213022282805877e-06,0.1,10.0,1000.0,0.025595479226995333,Flagella,fish,
1.4232143221017683e-14,1.9090255388421508e-15,0.02,2.500000000000002e-20,2.5000000000000032e-20,3.558035805254424e-34,5e-06,10.0,1000.0,0.03727593720314938,Fin,bacteria,
0.23207898560851373,622.5973188647442,0.9967811853922015,0.19935595228759634,0.14970519501798799,0.04626632718192462,0.1,10.0,1000.0,0.03727593720314938,Fin,fish,
1.1998062928899067e-05,1.6093576485429548e-06,1.19999938463333,2.1079035075704053e-11,2.107903507570406e-11,2.529075893187679e-16,5e-06,10.0,1000.0,0.03727593720314938,Flagella,bacteria,
0.002705819063710843,7.258889425004807,0.12495373231216365,0.00087834848443427,0.00024818855248279605,2.3766520737637744e-06,0.1,10.0,1000.0,0.03727593720314938,Flagella,fish,
0.0,0.0,0.02,2.500000000000002e-20,6.39550757959017e-20,0.0,5e-06,10.0,1000.0,0.054286754393238594,Fin,bacteria,
0.22093028371984078,406.96904095514986,0.9949025452016239,0.19898007582687702,0.1534927530078495,0.04396072460702737,0.1,10.0,1000.0,0.054286754393238594,Fin,fish,
0.0,0.0,1.1999996329173275,3.0698407355736143e-11,7.855501362357007e-11,0.0,5e-06,10.0,1000.0,0.054286754393238594,Flagella,bacteria,
0.003806008462066862,7.010933890976728,0.12924151472134404,0.001323029926916723,0.0005055404286922212,5.03546309741275e-06,0.1,10.0,1000.0,0.054286754393238594,Flagella,fish,
0.0,0.0,0.02,2.500000000000002e-20,9.314087726383122e-20,0.0,5e-06,10.0,1000.0,0.07906043210907686,Fin,bacteria,
0.20745317977644911,262.39823669346174,0.9918163709648641,0.19836260896257418,0.15738092228448308,0.041150953978038377,0.1,10.0,1000.0,0.07906043210907686,Fin,fish,
0.0,0.0,1.1999996329173275,4.4707578814239247e-11,1.6661132589549313e-10,0.0,5e-06,10.0,1000.0,0.07906043210907686,Flagella,bacteria,
0.0052794034242509644,6.677680963047559,0.13546690997255204,0.0020195090794454286,0.00101334972630563,1.066180314933011e-05,0.1,10.0,1000.0,0.07906043210907686,Flagella,fish,
0.0,0.0,0.02,2.500000000000002e-20,1.3564557479630417e-19,0.0,5e-06,10.0,1000.0,0.11513953993264457,Fin,bacteria,
0.19135195993330795,166.1913535916913,0.9866331570618161,0.197325594424334,0.16105917126698296,0.037758639238101334,0.1,10.0,1000.0,0.11513953993264457,Fin,fish,
0.0,0.0,1.1999996329173275,6.510981433888422e-11,3.5337443959560677e-10,0.0,5e-06,10.0,1000.0,0.11513953993264457,Flagella,bacteria,
0.0071900203836371065,6.2446144806929,0.1444652138865282,0.0031362834166351957,0.001989102825986674,2.2549941694470084e-05,0.1,10.0,1000.0,0.11513953993264457,Flagella,fish,
0.0,0.0,0.02,2.500000000000002e-20,1.9754722633437201e-19,0.0,5e-06,10.0,1000.0,0.16768329368110066,Fin,bacteria,
0.17240545912654823,102.81612159552887,0.9776898997898148,0.19553632288667389,0.16396599301224812,0.03371152952319399,0.1,10.0,1000.0,0.16768329368110066,Fin,fish,
0.0,0.0,1.1999996329173275,9.482257898282273e-11,7.494898314286025e-10,0.0,5e-06,10.0,1000.0,0.16768329368110066,Flagella,bacteria,
0.00956976750093777,5.707048860298219,0.15735262880538695,0.00497462812059348,0.0038043269149025663,4.760603451770662e-05,0.1,10.0,1000.0,0.16768329368110066,Flagella,fish,
0.0,0.0,0.02,2.500000000000002e-20,2.876976023066497e-19,0.0,5e-06,10.0,1000.0,0.244205309454865,Fin,bacteria,
0.150511106226138,61.6330195940953,0.9617471537988083,0.19234666712971346,0.16509345587799276,0.02895030964860391,0.1,10.0,1000.0,0.244205309454865,Fin,fish,
0.0,0.0,1.1999996329173275,1.3809471853437536e-10,1.5896311234556498e-09,0.0,5e-06,10.0,1000.0,0.244205309454865,Flagella,bacteria,
0.012402638136995173,5.078774972043545,0.17548853776470638,0.00807919239215349,0.007063476046604924,0.00010020329967904413,0.1,10.0,1000.0,0.244205309454865,Flagella,fish,
0.0,0.0,0.02,2.500000000000002e-20,4.18987965100041e-19,0.0,5e-06,10.0,1000.0,0.35564803062231287,Fin,bacteria,
0.12565556464055064,35.33143833825778,0.9321632131891705,0.18642765434963823,0.16253483192264706,0.023425672171917197,0.1,10.0,1000.0,0.35564803062231287,Fin,fish,
0.0,0.0,1.1999996329173275,2.011140330885004e-10,3.371529542758833e-09,0.0,5e-06,10.0,1000.0,0.35564803062231287,Flagella,bacteria,
0.015638898452907474,4.3972965140682865,0.20024570958372873,0.013425121052231342,0.01272771383644837,0.0002099541048538363,0.1,10.0,1000.0,0.35564803062231287,Flagella,fish,
0.0,0.0,0.02,2.500000000000002e-20,6.101924850647813e-19,0.0,5e-06,10.0,1000.0,0.5179474679231202,Fin,bacteria,
0.09764431009151421,18.852164773205867,0.8741765988083638,0.17482478197338283,0.15227686081081665,0.017070645222690358,0.1,10.0,1000.0,0.5179474679231202,Fin,fish,
0.0,0.0,1.1999996329173275,2.9289211589257185e-10,7.150848577363478e-09,0.0,5e-06,10.0,1000.0,0.5179474679231202,Flagella,bacteria,
0.01925399383103009,3.717364216150197,0.23254450737494395,0.022704179397413378,0.022362449820511755,0.00043714613005639764,0.1,10.0,1000.0,0.5179474679231202,Flagella,fish,
0.0,0.0,0.02,2.500000000000002e-20,8.886528966067883e-19,0.0,5e-06,10.0,1000.0,0.7543120063354607,Fin,bacteria,
0.06491152975149064,8.605395274939179,0.7478026252981655,0.14952979633310665,0.12404197987832988,0.009706207823410789,0.1,10.0,1000.0,0.7543120063354607,Fin,fish,
0.0,0.0,1.1999996329173275,4.265529870522651e-10,1.516659863954192e-08,0.0,5e-06,10.0,1000.0,0.7543120063354607,Flagella,bacteria,
0.02330990561957997,3.090220681070996,0.2724748198922298,0.03874196225662205,0.038638283809518684,0.0009030714837191894,0.1,10.0,1000.0,0.7543120063354607,Flagella,fish,
0.0,0.0,0.02,2.500000000000002e-20,1.2941882930003601e-18,0.0,5e-06,10.0,1000.0,1.0985411419875573,Fin,bacteria,
0.022064661017949065,2.008542072263961,0.37923473060838603,0.07573776142549447,0.05108158006846294,0.0016711280321118343,0.1,10.0,1000.0,1.0985411419875573,Fin,fish,
0.0,0.0,1.1999996329173275,6.212097932671743e-10,3.216761085126562e-08,0.0,5e-06,10.0,1000.0,1.0985411419875573,Flagella,bacteria,
0.027936154188497344,2.543023025787938,0.319583681518054,0.0661762914776197,0.06616019850330704,0.0018487110823417268,0.1,10.0,1000.0,1.0985411419875573,Flagella,fish,
0.0,0.0,0.02,2.500000000000002e-20,1.884789150111002e-18,0.0,5e-06,10.0,1000.0,1.5998587196060574,Fin,bacteria,
0.0013223011677136961,0.0826511210964487,0.02,0.004000000000000003,0.003987542481567217,5.289204670854788e-06,0.1,10.0,1000.0,1.5998587196060574,Fin,fish,
