sweep,scenario,propulsion,rho,mu,L,freq,speed,Re
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,1.03979841848149,1.2469778423174205e-06,6.234889211587102e-06
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,1.2154742500762865,1.4575030875541017e-06,7.287515437770509e-06
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,1.4208308325339223,1.7035406352228222e-06,8.517703176114111e-06
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,1.6608827826277157,1.9910697690583845e-06,9.955348845291923e-06
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,1.9414919457438806,2.3270724667234788e-06,1.1635362333617396e-05
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,2.2695105366946686,2.7197000904699564e-06,1.3598500452349784e-05
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,2.652948464431896,3.1784672107626477e-06,1.589233605381324e-05
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,3.1011689265747786,3.7144768820773777e-06,1.857238441038689e-05
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,3.6251170499885332,4.34068209775873e-06,2.170341048879365e-05
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,4.237587160604064,5.072188990151716e-06,2.536094495075858e-05
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,4.9535352089591695,5.926607859141342e-06,2.963303929570671e-05
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,5.790443980602486,6.9244589862016426e-06,3.462229493100821e-05
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,6.768750009458534,8.089640849195945e-06,4.044820424597973e-05
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,7.912342618981323,9.449969189834206e-06,4.724984594917103e-05
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,9.249147277217336,1.1037795993207311e-05,5.5188979966036555e-05
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,10.811807510766078,1.2890718099622944e-05,6.445359049811472e-05
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,12.638482029342985,1.5052385560654358e-05,7.52619278032718e-05
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,14.773776525985111,1.7573419893945896e-05,8.786709946972948e-05
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,17.269832906594342,2.0512452124865632e-05,0.00010256226062432816
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,20.187602546790387,2.3937289445274956e-05,0.00011968644722637478
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,23.598334667821938,2.7926217638363227e-05,0.00013963108819181613
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,27.58531617629184,3.256944345286783e-05,0.00016284721726433915
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,32.245905452963946,3.7970677001286646e-05,0.00018985338500643323
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,37.693909753883595,4.424884844800303e-05,0.00022124424224001518
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,44.06236427773573,5.1539945856493574e-05,0.00025769972928246787
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,51.50678076168122,5.999895165365032e-05,0.00029999475826825167
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,60.208944933361316,6.980184432991976e-05,0.00034900922164959885
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,70.38135554931554,8.11476198196992e-05,0.000405738099098496
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,82.27241341700466,9.426027463499409e-05,0.00047130137317497045
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,96.17248711152965,0.00010939068166893051,0.0005469534083446526
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,112.42100350620862,0.00012681828151483998,0.0006340914075742
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,131.41473626117568,0.0001468525096739448,0.0007342625483697242
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,153.6174946671828,0.00016983388585467551,0.0008491694292733777
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,179.5714494371641,0.00019613470766310925,0.0009806735383155463
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,209.91037201085547,0.00022615931903890996,0.0011307965951945498
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,245.37511066398167,0.0002603439630424198,0.001301719815212099
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,286.83168133420116,0.0002991562764562694,0.0014957813822813473
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,335.29241492495566,0.0003430945349252035,0.0017154726746260176
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,391.94067748472213,0.000392686804586706,0.00196343402293353
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,458.1597669054491,0.0004484901917751749,0.0022424509588758745
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,535.5666917706897,0.0005110903990863669,0.002555451995431835
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,626.0516572014822,0.0005811017902375148,0.0029055089511875747
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,731.8242219076174,0.000659168137504107,0.003295840687520535
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,855.4672535565685,0.0007459641788476468,0.003729820894238234
freq@Water,bacteria,Flagella,1000.0,0.001,5e-06,1000.0,0.0008421980545958441,0.00421099027297922
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,0.1,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,0.11689518164985782,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,0.13664483492953255,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,0.15973122800602543,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,0.18671810912919196,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,0.21826447283974873,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,0.25514065200312885,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,0.2982471286216891,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,0.3486365227678085,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,0.4075392965871777,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,0.47639380104013407,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,0.556881399094527,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,0.6509675230458171,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,0.7609496685459878,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,0.8895134973108234,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,1.03979841848149,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,1.2154742500762865,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,1.4208308325339223,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,1.6608827826277157,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,1.9414919457438806,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,2.2695105366946686,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,2.652948464431896,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,3.1011689265747786,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,3.6251170499885332,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,4.237587160604064,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,4.9535352089591695,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,5.790443980602486,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,6.768750009458534,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,7.912342618981323,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,9.249147277217336,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,10.811807510766078,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,12.638482029342985,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,14.773776525985111,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,17.269832906594342,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,20.187602546790387,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,23.598334667821938,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,27.58531617629184,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,32.245905452963946,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,37.693909753883595,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,44.06236427773573,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,51.50678076168122,1.3322676295501878e-15,9.325873406851316e-19
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,60.208944933361316,3.9968028886505635e-15,2.7977620220553945e-18
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,70.38135554931554,3.9968028886505635e-15,2.7977620220553945e-18
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,82.27241341700466,3.9968028886505635e-15,2.7977620220553945e-18
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,96.17248711152965,6.661338147750939e-15,4.662936703425658e-18
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,112.42100350620862,9.325873406851315e-15,6.528111384795921e-18
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,131.41473626117568,1.199040866595169e-14,8.393286066166185e-18
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,153.6174946671828,1.7319479184152442e-14,1.212363542890671e-17
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,179.5714494371641,2.2648549702353193e-14,1.5853984791647237e-17
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,209.91037201085547,3.3306690738754696e-14,2.331468351712829e-17
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,245.37511066398167,4.39648317751562e-14,3.077538224260934e-17
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,286.83168133420116,5.995204332975845e-14,4.196643033083092e-17
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,335.29241492495566,8.393286066166183e-14,5.87530024631633e-17
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,391.94067748472213,1.1324274851176597e-13,7.926992395823619e-17
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,458.1597669054491,1.5587531265737198e-13,1.091127188601604e-16
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,535.5666917706897,2.1183055309847987e-13,1.4828138716893592e-16
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,626.0516572014822,2.9176661087149114e-13,2.042366276100438e-16
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,731.8242219076174,3.9834802123550617e-13,2.7884361486485437e-16
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,855.4672535565685,5.422329252269265e-13,3.7956304765884852e-16
freq@Honey,bacteria,Fin,1400.0,10.0,5e-06,1000.0,7.420730696594546e-13,5.194511487616183e-16
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,0.1,1.1999996329947749e-07,8.399997430963425e-11
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,0.11689518164985782,1.4027417494233418e-07,9.819192245963394e-11
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,0.13664483492953255,1.6397375057763952e-07,1.1478162540434767e-10
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,0.15973122800602543,1.9167741127645854e-07,1.34174187893521e-10
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,0.18671810912919196,2.240616585602595e-07,1.5684316099218165e-10
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,0.21826447283974873,2.61917281196844e-07,1.8334209683779079e-10
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,0.25514065200312885,3.0616868107458117e-07,2.1431807675220684e-10
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,0.2982471286216891,3.578964364869819e-07,2.5052750554088737e-10
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,0.3486365227678085,4.183636863608342e-07,2.9285458045258397e-10
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,0.4075392965871777,4.890469882390391e-07,3.423328917673274e-10
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,0.47639380104013407,5.716723641135957e-07,4.00170654879517e-10
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,0.556881399094527,6.682574427152588e-07,4.677802099006812e-10
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,0.6509675230458171,7.811607454222269e-07,5.468125217955588e-10
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,0.7609496685459878,9.13139264202556e-07,6.391974849417892e-10
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,0.8895134973108234,1.0674157917556215e-06,7.471910542289351e-10
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,1.03979841848149,1.2477576105673904e-06,8.734303273971734e-10
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,1.2154742500762865,1.4585685046419883e-06,1.020997953249392e-09
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,1.4208308325339223,1.704996273499404e-06,1.1934973914495828e-09
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,1.6608827826277157,1.9930584502780846e-06,1.3951409151946594e-09
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,1.9414919457438806,2.329789242860869e-06,1.6308524700026086e-09
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,2.2695105366946686,2.723411292482325e-06,1.9063879047376276e-09
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,2.652948464431896,3.1835364731058746e-06,2.2284755311741124e-09
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,3.1011689265747786,3.721400605005698e-06,2.604980423503989e-09
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,3.6251170499885332,4.350137803310616e-06,3.045096462317432e-09
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,4.237587160604064,5.0851012267649764e-06,3.5595708587354837e-09
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,4.9535352089591695,5.944237959187859e-06,4.160966571431502e-09
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,5.790443980602486,6.9485272722324964e-06,4.863969090562748e-09
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,6.768750009458534,8.122492908935186e-06,5.685745036254631e-09
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,7.912342618981323,9.494801927356633e-06,6.646361349149643e-09
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,9.249147277217336,1.1098964713962545e-05,7.769275299773783e-09
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,10.811807510766078,1.29741532624017e-05,9.08190728368119e-09
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,12.638482029342985,1.5166157693702331e-05,1.0616310385591632e-08
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,14.773776525985111,1.7728504407177326e-05,1.240995308502413e-08
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,17.269832906594342,2.0723763085594982e-05,1.4506634159916488e-08
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,20.187602546790387,2.422507456634193e-05,1.6957552196439353e-08
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,23.598334667821938,2.8317936804800325e-05,1.982255576336023e-08
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,27.58531617629184,3.310229258302044e-05,2.317160480811431e-08
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,32.245905452963946,3.8694969896280185e-05,2.708647892739613e-08
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,37.693909753883595,4.523253464983057e-05,3.1662774254881397e-08
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,44.06236427773573,5.2874625258159114e-05,3.7012237680711384e-08
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,51.50678076168122,6.180785059095584e-05,4.326549541366909e-08
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,60.208944933361316,7.225034641100692e-05,5.057524248770485e-08
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,70.38135554931554,8.44571015137241e-05,5.911997105960687e-08
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,82.27241341700466,9.87261836189468e-05,6.910832853326277e-08
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,96.17248711152965,0.00011540601693349473,8.078421185344633e-08
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,112.42100350620862,0.0001349038890050558,9.443272230353905e-08
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,131.41473626117568,0.00015769589451464228,1.103871261602496e-07
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,153.6174946671828,0.0001843385585602597,1.2903699099218182e-07
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,179.5714494371641,0.00021548242311952848,1.5083769618366994e-07
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,209.91037201085547,0.0002518879280315467,1.763215496220827e-07
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,245.37511066398167,0.000294443973916092,2.0611078174126443e-07
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,286.83168133420116,0.0003441896196547667,2.4093273375833673e-07
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,335.29241492495566,0.00040233944343759376,2.8163761040631565e-07
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,391.94067748472213,0.000470313185491289,3.292192298439023e-07
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,458.1597669054491,0.0005497703947807686,3.848392763465381e-07
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,535.5666917706897,0.0006426509235128997,4.4985564645902983e-07
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,626.0516572014822,0.0007512222553871517,5.258555787710063e-07
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,731.8242219076174,0.0008781348191946314,6.146943734362421e-07
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,855.4672535565685,0.0010264866330040867,7.185406431028607e-07
freq@Honey,bacteria,Flagella,1400.0,10.0,5e-06,1000.0,0.0011998988499102303,8.399291949371613e-07
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,0.1,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,0.11689518164985782,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,0.13664483492953255,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,0.15973122800602543,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,0.18671810912919196,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,0.21826447283974873,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,0.25514065200312885,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,0.2982471286216891,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,0.3486365227678085,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,0.4075392965871777,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,0.47639380104013407,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,0.556881399094527,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,0.6509675230458171,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,0.7609496685459878,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,0.8895134973108234,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,1.03979841848149,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,1.2154742500762865,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,1.4208308325339223,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,1.6608827826277157,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,1.9414919457438806,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,2.2695105366946686,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,2.652948464431896,1.3322676295501878e-15,4.440892098500626e-16
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,3.1011689265747786,3.9968028886505635e-15,1.3322676295501878e-15
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,3.6251170499885332,3.9968028886505635e-15,1.3322676295501878e-15
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,4.237587160604064,6.661338147750939e-15,2.220446049250313e-15
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,4.9535352089591695,9.325873406851315e-15,3.1086244689504383e-15
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,5.790443980602486,1.199040866595169e-14,3.9968028886505635e-15
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,6.768750009458534,1.7319479184152442e-14,5.773159728050814e-15
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,7.912342618981323,2.2648549702353193e-14,7.549516567451064e-15
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,9.249147277217336,3.064215547965432e-14,1.021405182655144e-14
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,10.811807510766078,4.1300296516055823e-14,1.3766765505351941e-14
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,12.638482029342985,5.728750807065808e-14,1.909583602355269e-14
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,14.773776525985111,7.593925488436071e-14,2.531308496145357e-14
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,17.269832906594342,1.0524914273446484e-13,3.5083047578154947e-14
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,20.187602546790387,1.4521717162097048e-13,4.840572387365683e-14
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,23.598334667821938,1.9584334154387761e-13,6.52811138479592e-14
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,27.58531617629184,2.7045032879868813e-13,9.015010959956271e-14
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,32.245905452963946,3.6903813338540203e-13,1.2301271112846734e-13
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,37.693909753883595,5.022648963404208e-13,1.674216321134736e-13
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,44.06236427773573,6.861178292183467e-13,2.2870594307278225e-13
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,51.50678076168122,9.392486788328824e-13,3.130828929442942e-13
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,60.208944933361316,1.2829737272568309e-12,4.2765790908561025e-13
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,70.38135554931554,1.751931932858497e-12,5.839773109528324e-13
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,82.27241341700466,2.3940849303016876e-12,7.980283101005625e-13
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,96.17248711152965,3.270717030545711e-12,1.090239010181904e-12
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,112.42100350620862,4.46975789714088e-12,1.4899192990469603e-12
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,131.41473626117568,6.108447081487611e-12,2.036149027162537e-12
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,153.6174946671828,8.346656699131927e-12,2.7822188997106423e-12
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,179.5714494371641,1.1405543176579158e-11,3.801847725526386e-12
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,209.91037201085547,1.5583534462848547e-11,5.1945114876161824e-12
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,245.37511066398167,2.1293633523100652e-11,7.097877841033551e-12
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,286.83168133420116,2.9098057297005653e-11,9.699352432335218e-12
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,335.29241492495566,3.9761527403925356e-11,1.325384246797512e-11
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,391.94067748472213,5.433120620068621e-11,1.8110402066895407e-11
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,458.1597669054491,7.424061365668422e-11,2.474687121889474e-11
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,535.5666917706897,1.0144551865209905e-10,3.381517288403302e-11
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,626.0516572014822,1.386211145870675e-10,4.6207038195689165e-11
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,731.8242219076174,1.8941781476655706e-10,6.313927158885235e-11
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,855.4672535565685,2.5882895826612184e-10,8.627631942204061e-11
freq@Air,bacteria,Fin,1.2,1.8e-05,5e-06,1000.0,3.536784198843179e-10,1.17892806628106e-10
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,0.1,1.1999948368313085e-07,3.999982789437695e-08
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,0.11689518164985782,1.4027351946666045e-07,4.6757839822220155e-08
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,0.13664483492953255,1.6397285529379246e-07,5.4657618431264154e-08
