sweep,scenario,propulsion,rho,mu,L,freq,speed,Re
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,0.15973122800602543,1.9167619091930987e-07,6.389206363976996e-08
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,0.18671810912919196,2.2405998789665205e-07,7.468666263221735e-08
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,0.21826447283974873,2.619150003546622e-07,8.730500011822073e-08
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,0.25514065200312885,3.06165563568328e-07,1.0205518785610934e-07
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,0.2982471286216891,3.578921758951026e-07,1.1929739196503422e-07
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,0.3486365227678085,4.183578643512931e-07,1.3945262145043102e-07
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,0.4075392965871777,4.890390346012907e-07,1.6301301153376357e-07
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,0.47639380104013407,5.716614928097385e-07,1.9055383093657952e-07
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,0.556881399094527,6.682425905957246e-07,2.2274753019857488e-07
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,0.6509675230458171,7.811404496571583e-07,2.6038014988571945e-07
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,0.7609496685459878,9.131115317195793e-07,3.043705105731931e-07
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,0.8895134973108234,1.0673778940706313e-06,3.557926313568771e-07
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,1.03979841848149,1.247705827989165e-06,4.15901942663055e-07
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,1.2154742500762865,1.4584977479081829e-06,4.861659159693943e-07
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,1.4208308325339223,1.7048995881729923e-06,5.682998627243309e-07
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,1.6608827826277157,1.992926337290868e-06,6.643087790969561e-07
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,1.9414919457438806,2.329608720597065e-06,7.765362401990216e-07
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,2.2695105366946686,2.723164623130714e-06,9.077215410435714e-07
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,2.652948464431896,3.1831993614339638e-06,1.0610664538113213e-06
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,3.1011689265747786,3.7209397603099603e-06,1.2403132534366534e-06
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,3.6251170499885332,4.349507861878266e-06,1.449835953959422e-06
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,4.237587160604064,5.084240184860533e-06,1.6947467282868443e-06
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,4.9535352089591695,5.943061097912761e-06,1.9810203659709202e-06
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,5.790443980602486,6.946918830852411e-06,2.315639610284137e-06
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,6.768750009458534,8.120294712643528e-06,2.7067649042145096e-06
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,7.912342618981323,9.491797858363071e-06,3.163932619454357e-06
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,9.249147277217336,1.1094859488469666e-05,3.698286496156555e-06
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,10.811807510766078,1.2968543459113135e-05,4.3228478197043785e-06
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,12.638482029342985,1.5158492172151483e-05,5.052830724050494e-06
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,14.773776525985111,1.7718030246971495e-05,5.9060100823238315e-06
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,17.269832906594342,2.07094517947759e-05,6.903150598258634e-06
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,20.187602546790387,2.4205521300668664e-05,8.06850710022289e-06
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,23.598334667821938,2.8291222803122906e-05,9.430407601040969e-06
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,27.58531617629184,3.3065797405473774e-05,1.1021932468491258e-05
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,32.245905452963946,3.864511521056713e-05,1.2881705070189042e-05
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,37.693909753883595,4.516443466817677e-05,1.505481155605892e-05
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,44.06236427773573,5.2781609972019083e-05,1.7593869990673028e-05
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,51.50678076168122,6.168081571500394e-05,2.056027190500132e-05
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,60.208944933361316,7.207686737986663e-05,2.4025622459955542e-05
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,70.38135554931554,8.422022642884386e-05,2.8073408809614616e-05
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,82.27241341700466,9.840278961936733e-05,3.280092987312244e-05
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,96.17248711152965,0.00011496457345439026,3.8321524484796754e-05
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,112.42100350620862,0.00013430141596559864,4.4767138655199545e-05
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,131.41473626117568,0.00015687382896834023,5.229127632278008e-05
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,153.6174946671828,0.00018321714340485684,6.107238113495228e-05
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,179.5714494371641,0.00021395309753602376,7.131769917867459e-05
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,209.91037201085547,0.00024980302103783103,8.326767367927701e-05
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,245.37511066398167,0.000291602765362331,9.720092178744366e-05
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,286.83168133420116,0.0003403195199020992,0.00011343983996736638
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,335.29241492495566,0.00039707063119509556,0.00013235687706503185
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,391.94067748472213,0.00046314450564688414,0.00015438150188229471
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,458.1597669054491,0.0005400236206356546,0.0001800078735452182
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,535.5666917706897,0.0006294095914367581,0.00020980319714558607
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,626.0516572014822,0.0007332501381314138,0.0002444167127104713
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,731.8242219076174,0.0008537676668134431,0.0002845892222711477
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,855.4672535565685,0.0009934890231275695,0.00033116300770918983
freq@Air,bacteria,Flagella,1.2,1.8e-05,5e-06,1000.0,0.0011552757995167973,0.00038509193317226575
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,0.1,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,0.11689518164985782,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,0.13664483492953255,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,0.15973122800602543,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,0.18671810912919196,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,0.21826447283974873,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,0.25514065200312885,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,0.2982471286216891,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,0.3486365227678085,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,0.4075392965871777,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,0.47639380104013407,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,0.556881399094527,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,0.6509675230458171,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,0.7609496685459878,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,0.8895134973108234,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,1.03979841848149,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,1.2154742500762865,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,1.4208308325339223,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,1.6608827826277157,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,1.9414919457438806,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,2.2695105366946686,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,2.652948464431896,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,3.1011689265747786,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,3.6251170499885332,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,4.237587160604064,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,4.9535352089591695,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,5.790443980602486,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,6.768750009458534,1.3322676295501878e-15,5.995204332975846e-17
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,7.912342618981323,3.9968028886505635e-15,1.7985612998927535e-16
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,9.249147277217336,3.9968028886505635e-15,1.7985612998927535e-16
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,10.811807510766078,6.661338147750939e-15,2.997602166487923e-16
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,12.638482029342985,6.661338147750939e-15,2.997602166487923e-16
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,14.773776525985111,9.325873406851315e-15,4.196643033083092e-16
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,17.269832906594342,1.4654943925052066e-14,6.59472476627343e-16
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,20.187602546790387,1.9984014443252818e-14,8.992806499463768e-16
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,23.598334667821938,2.531308496145357e-14,1.1390888232654106e-15
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,27.58531617629184,3.597122599785507e-14,1.6187051699034784e-15
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,32.245905452963946,4.929390229335695e-14,2.218225603201063e-15
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,37.693909753883595,6.794564910705958e-14,3.057554209817681e-15
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,44.06236427773573,9.192646643896296e-14,4.136690989753334e-15
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,51.50678076168122,1.2656542480726785e-13,5.6954441163270535e-15
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,60.208944933361316,1.7186252421197423e-13,7.73381358953884e-15
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,70.38135554931554,2.3581137043038325e-13,1.0611511669367248e-14
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,82.27241341700466,3.2374103398069565e-13,1.4568346529131304e-14
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,96.17248711152965,4.409805853811122e-13,1.984412634215005e-14
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,112.42100350620862,6.035172361862351e-13,2.7158275628380583e-14
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,131.41473626117568,8.246736626915663e-13,3.711031482112048e-14
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,153.6174946671828,1.1257661469699087e-12,5.0659476613645894e-14
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,179.5714494371641,1.538769112130467e-12,6.924461004587102e-14
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,209.91037201085547,2.1036505870597466e-12,9.46642764176886e-14
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,245.37511066398167,2.873701276939755e-12,1.2931655746228898e-13
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,286.83168133420116,3.928857239543504e-12,1.7679857577945768e-13
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,335.29241492495566,5.367706279457707e-12,2.4154678257559684e-13
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,391.94067748472213,7.334133300673784e-12,3.300359985303203e-13
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,458.1597669054491,1.0022649377106063e-11,4.5101922196977285e-13
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,535.5666917706897,1.3694378964146381e-11,6.162470533865871e-13
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,626.0516572014822,1.871436339229149e-11,8.42146352653117e-13
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,731.8242219076174,2.5570212613956755e-11,1.150659567628054e-12
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,855.4672535565685,3.4941383120212777e-11,1.572362240409575e-12
freq@Oil,bacteria,Fin,900.0,0.1,5e-06,1000.0,4.774713957544918e-11,2.1486212808952133e-12
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,0.1,1.1999989935063127e-07,5.399995470778407e-09
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,0.11689518164985782,1.4027408701267063e-07,6.312333915570179e-09
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,0.13664483492953255,1.6397363067355286e-07,7.378813380309879e-09
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,0.15973122800602543,1.9167724873980774e-07,8.625476193291348e-09
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,0.18671810912919196,2.24061437403833e-07,1.0082764683172486e-08
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,0.21826447283974873,2.6191697743982445e-07,1.17862639847921e-08
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,0.25514065200312885,3.06168268071616e-07,1.3777572063222721e-08
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,0.2982471286216891,3.578958689409717e-07,1.6105314102343727e-08
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,0.3486365227678085,4.183629109810738e-07,1.8826330994148325e-08
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,0.4075392965871777,4.890459304185413e-07,2.200706686883436e-08
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,0.47639380104013407,5.716709146064147e-07,2.5725191157288663e-08
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,0.556881399094527,6.682554656300965e-07,3.007149595335434e-08
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,0.6509675230458171,7.811580435834742e-07,3.5152111961256334e-08
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,0.7609496685459878,9.131355711566869e-07,4.109110070205091e-08
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,0.8895134973108234,1.0674107424613055e-06,4.803348341075875e-08
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,1.03979841848149,1.2477507147501399e-06,5.61487821637563e-08
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,1.2154742500762865,1.4585590801807768e-06,6.563515860813495e-08
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,1.4208308325339223,1.7049833958004967e-06,7.672425281102235e-08
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,1.6608827826277157,1.9930408536872335e-06,8.96868384159255e-08
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,1.9414919457438806,2.329765198094691e-06,1.048394339142611e-07
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,2.2695105366946686,2.723378436098045e-06,1.2255202962441204e-07
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,2.652948464431896,3.183491578351294e-06,1.4325712102580823e-07
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,3.1011689265747786,3.7213392567458925e-06,1.6746026655356515e-07
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,3.6251170499885332,4.350053977031365e-06,1.9575242896641145e-07
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,4.237587160604064,5.084986681058723e-06,2.2882440064764254e-07
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,4.9535352089591695,5.944081439057669e-06,2.674836647575951e-07
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,5.790443980602486,6.948313395316319e-06,3.126741027892344e-07
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,6.768750009458534,8.122200660043433e-06,3.654990297019545e-07
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,7.912342618981323,9.494402590792816e-06,4.2724811658567676e-07
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,9.249147277217336,1.1098419049115904e-05,4.994288572102157e-07
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,10.811807510766078,1.2973407653493751e-05,5.838033444072188e-07
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,12.638482029342985,1.5165138879336126e-05,6.824312495701257e-07
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,14.773776525985111,1.772711228076318e-05,7.977200526343431e-07
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,17.269832906594342,2.072186086854444e-05,9.324837390844999e-07
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,20.187602546790387,2.4222474640733793e-05,1.0900113588330208e-06
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,23.598334667821938,2.8314382663818805e-05,1.2741472198718462e-06
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,27.58531617629184,3.3097434325224384e-05,1.4893845446350972e-06
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,32.245905452963946,3.8688329392133625e-05,1.740974822646013e-06
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,37.693909753883595,4.522345855262344e-05,2.035055634868055e-06
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,44.06236427773573,5.2862220826011e-05,2.378799937170495e-06
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,51.50678076168122,6.179089800495419e-05,2.7805904102229385e-06
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,60.208944933361316,7.222717900168263e-05,3.2502230550757185e-06
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,70.38135554931554,8.442544215592207e-05,3.799144897016493e-06
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,82.27241341700466,9.868292126524736e-05,4.440731456936131e-06
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,96.17248711152965,0.00011534690141568049,5.190610563705622e-06
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,112.42100350620862,0.00013482311425816462,6.067040141617408e-06
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,131.41473626117568,0.00015758552947220394,7.0913488262491785e-06
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,153.6174946671828,0.00018418777019180155,8.28844965863107e-06
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,179.5714494371641,0.00021527641579366374,9.687438710714869e-06
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,209.91037201085547,0.0002516064959698916,1.1322292318645123e-05
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,245.37511066398167,0.0002940595259492973,1.3232678667718379e-05
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,286.83168133420116,0.0003436644846153136,1.546490180768911e-05
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,335.29241492495566,0.0004016221952274357,1.807299878523461e-05
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,391.94067748472213,0.00046933363287893215,2.112001347955195e-05
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,458.1597669054491,0.0005484327534124311,2.4679473903559402e-05
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,535.5666917706897,0.0006408245148485925,2.8837103168186662e-05
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,626.0516572014822,0.0007487288435155115,3.3692797958198014e-05
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,731.8242219076174,0.0008747313808687984,3.936291213909593e-05
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,855.4672535565685,0.0010218419307466142,4.598288688359764e-05
freq@Oil,bacteria,Flagella,900.0,0.1,5e-06,1000.0,0.0011935616059832732,5.3710272269247294e-05
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,0.1,1.3322676295501878e-15,7.327471962526034e-16
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,0.11689518164985782,1.3322676295501878e-15,7.327471962526034e-16
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,0.13664483492953255,1.3322676295501878e-15,7.327471962526034e-16
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,0.15973122800602543,1.3322676295501878e-15,7.327471962526034e-16
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,0.18671810912919196,1.3322676295501878e-15,7.327471962526034e-16
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,0.21826447283974873,1.3322676295501878e-15,7.327471962526034e-16
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,0.25514065200312885,1.3322676295501878e-15,7.327471962526034e-16
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,0.2982471286216891,1.3322676295501878e-15,7.327471962526034e-16
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,0.3486365227678085,1.3322676295501878e-15,7.327471962526034e-16
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,0.4075392965871777,1.3322676295501878e-15,7.327471962526034e-16
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,0.47639380104013407,1.3322676295501878e-15,7.327471962526034e-16
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,0.556881399094527,1.3322676295501878e-15,7.327471962526034e-16
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,0.6509675230458171,1.3322676295501878e-15,7.327471962526034e-16
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,0.7609496685459878,1.3322676295501878e-15,7.327471962526034e-16
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,0.8895134973108234,1.3322676295501878e-15,7.327471962526034e-16
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,1.03979841848149,1.3322676295501878e-15,7.327471962526034e-16
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,1.2154742500762865,1.3322676295501878e-15,7.327471962526034e-16
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,1.4208308325339223,1.3322676295501878e-15,7.327471962526034e-16
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,1.6608827826277157,1.3322676295501878e-15,7.327471962526034e-16
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,1.9414919457438806,1.3322676295501878e-15,7.327471962526034e-16
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,2.2695105366946686,3.9968028886505635e-15,2.19824158875781e-15
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,2.652948464431896,3.9968028886505635e-15,2.19824158875781e-15
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,3.1011689265747786,6.661338147750939e-15,3.6637359812630166e-15
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,3.6251170499885332,6.661338147750939e-15,3.6637359812630166e-15
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,4.237587160604064,9.325873406851315e-15,5.1292303737682235e-15
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,4.9535352089591695,1.4654943925052066e-14,8.060219158778637e-15
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,5.790443980602486,1.9984014443252818e-14,1.0991207943789051e-14
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,6.768750009458534,2.7977620220553945e-14,1.5387691121304672e-14
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,7.912342618981323,3.597122599785507e-14,1.978417429882029e-14
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,9.249147277217336,4.929390229335695e-14,2.7111646261346325e-14
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,10.811807510766078,6.794564910705958e-14,3.737010700888277e-14
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,12.638482029342985,9.192646643896296e-14,5.055955654142963e-14
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,14.773776525985111,1.2656542480726785e-13,6.961098364399732e-14
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,17.269832906594342,1.745270594710746e-13,9.598988270909104e-14
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,20.187602546790387,2.384759056894836e-13,1.31161748129216e-13
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,23.598334667821938,3.2374103398069565e-13,1.780575686893826e-13
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,27.58531617629184,4.4364512064021255e-13,2.440048163521169e-13
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,32.245905452963946,6.061817714453355e-13,3.333999742949345e-13
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,37.693909753883595,8.30002733209767e-13,4.565015032653719e-13
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,44.06236427773573,1.1337597527472099e-12,6.235678640109655e-13
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,51.50678076168122,1.5494272531668685e-12,8.521849892417778e-13
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,60.208944933361316,2.114308728096148e-12,1.1628698004528815e-12
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,70.38135554931554,2.8896884884943574e-12,1.5893286686718968e-12
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,82.27241341700466,3.950173521616307e-12,2.1725954368889692e-12
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,96.17248711152965,5.397016167307811e-12,2.9683588920192963e-12
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,112.42100350620862,7.37410132956029e-12,4.055755731258159e-12
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,131.41473626117568,1.0078604617547171e-11,5.543232539650944e-12
freq@Cytoplasm,bacteria,Fin,1100.0,0.01,5e-06,153.6174946671828,1.3771650486660292e-11,7.574407767663162e-12
